,x1,x2,x3,x4,x5,x7,x8,x9,x10,x13,x6_alfvensalen,x6_biblioteket,x6_entré,x6_lindstedvägen 24,x6_syster och bro,x6_östra station
95,1.39454,-0.30041999999999996,999.7254800000001,-100.79782,0.66093,1.63935,1.98175,5473.25712,-89186.67822,19.58949,0,0,0,0,1,0
97,1.18841,-0.3594,999.85331,-100.46899,0.79069,0.75618,-0.423,5479.56318,-89185.89136000001,9.34701,0,0,0,1,0,0
98,0.68768,0.11335,999.89316,-100.34959,-0.24936999999999998,0.26926,-2.17936,5475.212170000001,-89185.50765,-15.66929,0,0,0,0,0,0
99,0.67099,0.5431199999999999,999.71954,-100.86402,-1.19486,-1.79151,-0.74617,5473.819820000001,-89185.93278999999,-16.59059,1,0,0,0,0,0
101,2.02522,-0.9646399999999999,999.73695,-100.77981,2.12221,-0.23121,-2.21647,5476.84987,-89187.76548999999,51.12954,0,1,0,0,0,0
102,2.33203,-1.15896,999.96155,-100.15966999999999,2.5497,0.7085100000000001,0.64428,5477.34761,-89184.61472,66.58242,0,0,0,0,1,0
103,0.30308,0.71226,999.8702800000001,-100.37653,-1.56697,-1.7138900000000001,-2.08633,5472.801579999999,-89185.76563,-34.91087,0,0,0,0,0,1
104,0.77781,0.24331,999.7189300000001,-100.88516,-0.5352899999999999,0.38958000000000004,-1.38816,5474.63851,-89186.00673,-11.24991,0,0,0,1,0,0
105,0.19952,0.9783700000000001,999.81081,-100.57545999999999,-2.15242,0.10835,-0.31628,5473.7426399999995,-89185.40994,-40.11883,0,0,0,0,0,0
106,0.36347,0.47071,999.96791,-100.1461,-1.03556,1.5295100000000001,-2.4308400000000003,5473.3795,-89184.82406,-31.84251,0,0,0,0,0,0
107,1.45562,-0.42861000000000005,999.73195,-100.77341,0.9429299999999999,0.35785,-1.23169,5471.095179999999,-89185.76354,22.64721,0,0,0,0,1,0
108,0.987,0.10026,999.95165,-100.17662,-0.22057,-0.68734,-0.6241,5474.80307,-89185.1149,-0.67399,0,0,0,0,0,1
109,0.61,0.29026,999.74772,-100.77687,-0.63856,-3.27523,0.57093,5473.70069,-89185.94717999999,-19.62633,1,0,0,0,0,0
110,0.74887,0.19197,999.80751,-100.61924,-0.42232,0.9293,1.00378,5473.71377,-89185.82123,-12.6526,1,0,0,0,0,0
111,1.34235,-0.13955,999.6782599999999,-100.93186,0.30701,-1.42652,3.0039599999999997,5475.84202,-89187.85985,16.9568,0,0,0,0,1,0
112,1.50351,-0.49186,999.9241099999999,-100.31935,1.0821,0.46993999999999997,1.10905,5473.79368,-89186.25512,25.13769,0,0,0,1,0,0
113,-0.10357,1.57067,999.8076599999999,-100.56243,-3.45548,2.32725,3.23829,5478.96585,-89188.3313,-55.27456,1,0,0,0,0,0
114,0.12892,0.9119299999999999,999.9766400000001,-100.10777,-2.00625,0.21721,0.80632,5476.67718,-89184.88459,-43.56582,1,0,0,0,0,0
116,1.21597,-0.18675999999999998,999.7956800000001,-100.63316999999999,0.41086999999999996,-0.2024,-0.8583299999999999,5476.40521,-89187.38183,10.69631,0,0,0,1,0,0
117,1.13754,-0.22175999999999998,999.8276099999999,-100.56177,0.48788000000000004,1.5947200000000001,0.33523000000000003,5475.83148,-89181.44357,6.79074,0,0,0,1,0,0
118,-0.76016,1.57208,999.94575,-100.25688000000001,-3.45857,0.7098800000000001,-1.63339,5471.67516,-89185.28631,-88.03494,0,0,0,0,1,0
119,1.48445,-0.48018,999.89721,-100.33024,1.05639,0.40657,-0.40957,5473.9157399999995,-89185.53203999999,24.17121,0,0,0,1,0,0
120,0.56251,0.4253,999.83736,-100.47306,-0.93565,2.64305,-3.35088,5475.30422,-89186.52462000001,-21.95575,0,0,0,0,0,0
121,0.76999,0.35843,999.8027599999999,-100.58908000000001,-0.78856,-1.07046,-0.64577,5476.3624899999995,-89186.05651000001,-11.59889,0,0,0,0,0,0
122,-0.54643,1.46771,999.72736,-100.81251999999999,-3.22896,0.39407,-0.6676300000000001,5474.01447,-89185.99627,-77.4577,0,0,0,0,0,0
123,1.27667,-0.1932,999.8820199999999,-100.4092,0.42505,-0.3326,0.045689999999999995,5476.09869,-89184.13836,13.77455,1,0,0,0,0,0
124,0.66946,0.42572,999.7519800000001,-100.73491,-0.93658,-0.72317,0.77465,5477.76009,-89187.91795,-16.65112,1,0,0,0,0,0
125,-0.27998,0.9357200000000001,999.74729,-100.77512,-2.05859,0.22186999999999998,-0.12977,5475.07429,-89182.78972999999,-64.12511,0,0,0,0,0,1
126,0.64752,0.28461,999.80853,-100.57566,-0.62615,2.8387700000000002,-1.47769,5472.87886,-89186.45999,-17.71977,0,0,0,0,0,0
127,1.08822,0.15249000000000001,999.6420400000001,-101.10384,-0.33549,-0.10815999999999999,0.47875,5471.3599,-89184.19528,4.23201,0,0,0,0,1,0
128,2.20198,-1.2384600000000001,999.6955,-100.93812,2.7246099999999998,-0.23388,-0.61475,5473.89087,-89184.80153,59.94654,0,1,0,0,0,0
129,1.0066,-0.01193,999.7679800000001,-100.72632,0.02625,0.05301,1.53501,5476.5378200000005,-89187.95939,0.21412,0,0,0,1,0,0
130,0.59579,0.36684,999.83187,-100.55363,-0.80706,1.2448299999999999,-0.85336,5473.148520000001,-89187.09388,-20.29442,0,0,0,0,0,0
131,0.41149,0.5466,999.89891,-100.32453000000001,-1.20252,-0.26928,-3.78874,5477.98575,-89187.86972999999,-29.47609,0,0,0,0,0,1
132,0.38264,0.52162,999.9669,-100.14579,-1.1475600000000001,-0.56303,0.11819,5474.1065100000005,-89186.86994,-30.88472,0,0,0,0,0,0
133,1.672,-0.71143,999.78526,-100.66623,1.56514,-0.36748000000000003,-1.1617,5476.19708,-89187.35837999999,33.49281,0,1,0,0,0,0
134,2.4215,-1.375,999.8000400000001,-100.60106,3.0249900000000003,0.08757999999999999,1.81873,5474.27117,-89187.08666,70.97484,0,1,0,0,0,0
135,0.97464,0.49422,999.7463300000001,-100.72776,-1.0872899999999999,-1.7522,-2.39953,5476.92942,-89186.25965,-1.39462,0,0,0,0,0,0
138,0.54096,0.78205,999.8809,-100.40078000000001,-1.72052,-2.5472900000000003,-2.07424,5475.4235,-89183.5619,-23.01178,0,0,0,0,0,0
139,2.4883,-1.61575,999.9016,-100.30253,3.55465,0.35684,0.9105,5473.85255,-89185.44486,74.36588,0,1,0,0,0,0
140,1.85045,-0.81157,999.7792599999999,-100.69377,1.7854599999999998,-0.5951,1.35572,5473.97861,-89186.54049,42.41197,0,1,0,0,0,0
142,0.34101,0.25056999999999996,999.8182300000001,-100.5286,-0.55125,0.79724,1.43679,5473.32133,-89185.93638,-33.04025,0,0,0,0,0,0
143,1.46939,-0.44832,999.9636199999999,-100.13391,0.98631,-0.70915,-0.64267,5474.32848,-89185.73455,23.45119,1,0,0,0,0,0
144,0.45803,0.60919,999.75595,-100.7796,-1.3402100000000001,-0.31956,-1.79295,5472.69201,-89186.19222000001,-27.22055,0,0,0,0,0,0
146,0.97921,0.018690000000000002,999.6742300000001,-100.99589,-0.04113,-2.24694,0.19055,5474.6415799999995,-89186.63655,-1.20225,0,0,0,0,1,0
149,1.73644,-0.83816,999.8012699999999,-100.61591999999999,1.8439599999999998,0.68758,-1.81066,5474.93981,-89186.58154,36.72239,0,1,0,0,0,0
150,1.63544,-0.45171000000000006,999.7886599999999,-100.6979,0.9937600000000001,-0.93414,1.88972,5474.761420000001,-89184.67457,31.66625,0,0,0,0,1,0
151,-1.51125,2.54785,999.8599199999999,-100.40626,-5.6052599999999995,1.4119,-0.9590700000000001,5475.7225,-89184.6695,-125.6326,0,1,0,0,0,0
152,1.46279,-0.44031000000000003,999.8051300000001,-100.63261,0.9686799999999999,0.025,0.66123,5477.10748,-89188.34457999999,23.04228,0,0,0,0,1,0
153,1.31062,-0.55996,999.8860099999999,-100.33365,1.2319200000000001,0.96265,1.72575,5477.3122299999995,-89187.01878,15.47383,0,0,0,1,0,0
154,2.02157,-0.93273,999.8201,-100.6028,2.0520099999999997,-0.15479,1.33574,5474.20979,-89185.61884,50.98855,0,1,0,0,0,0
155,-0.63826,1.5989799999999998,999.6655300000001,-101.00166999999999,-3.51775,-1.11005,-0.5484100000000001,5474.915370000001,-89185.63137,-82.08047,0,0,0,0,0,0
156,-0.33805,1.11014,999.68621,-100.9968,-2.44232,-0.36818,0.07921,5474.936479999999,-89186.56995,-67.05942,0,0,0,0,0,1
157,0.30501,0.6058399999999999,999.8287300000001,-100.50912,-1.33285,0.17115,-0.91714,5476.778920000001,-89186.34977,-34.83535,0,0,0,0,0,1
159,0.81,0.22585,999.7746800000001,-100.70893000000001,-0.49686,-0.9574299999999999,-1.5133,5475.93899,-89186.66905,-9.61278,1,0,0,0,0,0
160,2.06191,-1.28962,999.7633800000001,-100.72879,2.83716,0.6745800000000001,0.54682,5478.93286,-89188.62202000001,52.97725,0,1,0,0,0,0
161,0.61537,0.49306000000000005,999.7711,-100.69962,-1.08474,-2.13363,-0.4962,5479.42896,-89187.69455,-19.34592,0,0,0,0,0,0
162,1.16053,0.00151,999.9168699999999,-100.3323,-0.0033200000000000005,0.049960000000000004,-0.60602,5474.793479999999,-89185.95557,7.98515,0,0,0,0,0,0
163,0.0111,0.85795,999.76041,-100.73234000000001,-1.8874799999999998,0.76493,0.56718,5474.91951,-89181.60208,-49.56459,0,0,0,0,0,1
164,1.85423,-0.78815,999.72776,-100.85292,1.73393,-0.32061,-1.76456,5473.97419,-89185.39835,42.57557,0,1,0,0,0,0
165,-0.21451,1.11275,999.91786,-100.32545999999999,-2.44805,-2.28908,1.1947,5473.59181,-89184.80925,-60.76656,1,0,0,0,0,0
166,2.76895,-1.6838099999999998,999.88638,-100.40049,3.70439,1.55918,-1.6826599999999998,5473.928629999999,-89188.69001,88.39054,0,1,0,0,0,0
167,0.41583,0.71932,999.7582699999999,-100.76653,-1.5825,-2.05505,0.63771,5473.67311,-89184.31834,-29.32942,0,0,0,0,0,0
168,1.68139,-1.0135299999999998,999.6455199999999,-101.11771999999999,2.2297700000000003,-1.60791,2.8967099999999997,5474.05425,-89186.25944,33.89248,0,1,0,0,0,0
169,2.00653,-1.34436,999.8186400000001,-100.5796,2.95759,0.43286,1.8589799999999999,5474.85293,-89186.46012,50.23579,0,1,0,0,0,0
170,2.4579,-1.2532299999999998,999.8565,-100.43722,2.7571,0.5475,0.5929,5475.0161100000005,-89186.31644,72.82303,0,1,0,0,0,0
171,-0.0126,0.9263899999999999,999.9784900000001,-100.08270999999999,-2.0380599999999998,-0.78881,0.61058,5477.351360000001,-89186.7245,-50.64096,1,0,0,0,0,0
172,1.65197,-0.44316000000000005,999.87091,-100.39171999999999,0.97495,0.44801,1.07485,5474.12507,-89187.47261,32.53394,0,0,0,1,0,0
173,0.40386,0.13082,999.78799,-100.61891,-0.2878,2.24926,-2.6196599999999997,5472.75125,-89184.43918,-29.91291,1,0,0,0,0,0
174,0.62276,0.31056999999999996,999.78477,-100.66555,-0.6832600000000001,0.68925,-1.48258,5473.23531,-89186.45057999999,-18.96947,1,0,0,0,0,0
175,1.55344,-0.34744,999.7682199999999,-100.72745,0.76437,-0.7653800000000001,-0.9350299999999999,5475.1288,-89182.58219,27.55597,0,0,0,0,1,0
176,1.75139,-0.65982,999.7859300000001,-100.63651,1.45161,1.70865,-0.27179000000000003,5473.76875,-89186.7549,37.46222,0,0,0,0,1,0
179,1.31019,-0.01325,999.991,-100.02933,0.02914,-1.09202,0.43765,5473.41321,-89186.94888,15.50476,0,0,0,0,0,1
180,2.02822,-1.1144399999999999,999.8299699999999,-100.51053,2.4517599999999997,0.23813,1.4619,5477.24314,-89186.43143,51.32579,0,1,0,0,0,0
181,1.70986,-0.5879,999.61359,-101.20484,1.29338,-1.11799,0.56043,5473.29924,-89184.99285,35.29997,0,1,0,0,0,0
182,0.16831,0.75957,999.6552199999999,-101.07105,-1.67104,-1.8955400000000002,0.66341,5474.84144,-89187.02038999999,-41.75689,1,0,0,0,0,0
183,2.06685,-0.7934,999.64541,-101.1042,1.7454900000000002,0.09994,-0.024880000000000003,5475.301579999999,-89184.42341,53.16537,0,1,0,0,0,0
184,1.60798,-0.5443600000000001,999.82066,-100.58252,1.19759,-0.7571,3.47862,5477.18729,-89186.57983999999,30.30913,0,0,0,0,1,0
186,0.58345,0.67691,999.8745,-100.3677,-1.4892,0.12317,0.3632,5475.87806,-89184.81324,-20.89048,0,0,0,0,0,1
187,0.09502,0.77964,999.72188,-100.89711,-1.71521,-0.95414,-1.0937299999999999,5475.2661100000005,-89185.49953,-45.38828,0,0,0,0,0,0
188,0.42251,0.66768,999.7697900000001,-100.7345,-1.46889,-1.39418,2.45507,5476.09096,-89185.62474,-28.98944,0,0,0,0,0,0
189,0.44707,0.8255899999999999,999.69879,-100.93741,-1.8163,-1.30697,0.37571,5474.80447,-89184.95339,-27.79688,0,0,0,0,0,0
190,0.86766,0.09013,999.83374,-100.55156,-0.19829000000000002,-1.06683,-0.19931,5473.73872,-89185.83741000001,-6.7002,1,0,0,0,0,0
191,2.87599,-2.0958900000000003,999.6542400000001,-101.08978,4.61097,-1.7691599999999998,-0.1371,5474.89138,-89185.59312,93.62654,0,1,0,0,0,0
192,0.69456,0.1359,999.8228,-100.57543000000001,-0.29899000000000003,-0.7377600000000001,1.21407,5474.39725,-89184.13411,-15.36057,1,0,0,0,0,0
194,0.32016,0.47126,999.71159,-100.90093,-1.03678,0.10962000000000001,-0.98208,5473.84708,-89184.70262000001,-34.1364,1,0,0,0,0,0
195,0.43784,0.71405,999.7393099999999,-100.7978,-1.57091,-1.0093,-0.21545999999999998,5474.3832,-89187.20495,-28.23835,0,0,0,0,0,0
196,1.41321,-0.35989,999.8606900000001,-100.48179,0.79176,0.14095,0.64598,5474.3211,-89184.16627,20.59069,0,0,0,1,0,0
197,1.69873,-0.72397,999.8661800000001,-100.46265,1.59274,0.14376,-0.25001,5471.49544,-89185.22387999999,34.86975,0,0,0,0,1,0
198,-0.20525,1.03282,999.9074800000001,-100.28143,-2.2722,0.74445,0.27305999999999997,5474.1194399999995,-89187.4119,-60.3089,1,0,0,0,0,0
200,1.0079,0.07689,999.88695,-100.34048,-0.16915,-1.39389,-0.66118,5475.68645,-89184.53614,0.33826,0,0,0,0,0,0
202,-0.60182,1.6989400000000001,999.6595599999999,-101.04215,-3.7376699999999996,-0.1842,0.20605,5474.974560000001,-89186.48259,-80.26098,0,0,0,0,0,0
